source_pdf,authors,year,title,journal,pmid,doi
Edinburgh Infectious Diseases publications 2012.pdf,"391.  Pernagallo, S., Ventimiglia, G., Cavalluzzo, C., Alessi, E., Ilyine, H., Bradley, M., and Diaz -Mochon, J.J.",2012,Novel biochip platform for nucleic Acid analysis,"Sensors (Basel) 12, 8100 -8111",22969389,"DOI:
    
  

      10.3390/s120608100"
Edinburgh Infectious Diseases publications 2012.pdf,"392.  Pero na-Wright, G., Lundie, R.J., Jenkins, S.J., Webb, L.M., Grencis, R.K., and MacDonald, A.S.",2012,"Concurrent bacterial stimulation alters the function of helminth -activated dendritic cells, resulting in IL -17 
induction","J Immunol 188, 2350 -2358",30761125,"DOI:
    
  

      10.3389/fimmu.2019.00026"
Edinburgh Infectious Diseases publications 2012.pdf,"393.  Perry, J.R., Voight, B.F., Yengo, L., Amin, N., Dupuis, J., Ganser, M., Grallert, H., Navarro, P., Li, M., Qi, L., et al.",2012,"Stratifying type 2 diabetes cases by BMI identifies genetic risk variants in LAMA1 and enrichment for 
risk variants in lean co mpared to obese cases","PLoS Genet 8, e1002741",27281091,"DOI:
    
  

      10.1097/MD.0000000000003841"
Edinburgh Infectious Diseases publications 2012.pdf,"394.  Peter, H., Berggrav, K., Thomas, P., Pfeifer, Y., Witte, W., Templeton, K., and Bachmann, T.T.",2012,"Direct 
Detection and Genotyping of KPC Carbapenemases from Urine using a new DNA Microarray Test","J C lin 
Microbiol",26552763,"DOI:
    
  

      10.1186/s12866-015-0597-z"
Edinburgh Infectious Diseases publications 2012.pdf,"The University of Edinburgh is a charitable body, registered in Scotland, with registration number SC005336  
395.  Peter, H., Berggrav, K., Thomas, P., Pfeifer, Y., Witte, W., Templeton, K., and Bachmann, T.T.",2012,"Direct 
detection and genotyping of Klebsiella pneumoniae carbapenemases from urine by use of a new DNA 
microarray test","J Clin Microb iol 50, 3990 -3998",26552763,"DOI:
    
  

      10.1186/s12866-015-0597-z"
Edinburgh Infectious Diseases publications 2012.pdf,"396.  Petrovic, I.N., Martin -Bastida, A., Massey, L., Ling, H., O'Sullivan, S.S., Williams, D.R., Holton, J.L., Revesz, T., 
Ironside, J.W., Lees, A.J., et al.",2012,"MM2 subtype of sporadic Creutzfeldt -Jakob disease may underlie the 
clinical presentation of progressive supranuclear palsy",J Neurol,18084908,
Edinburgh Infectious Diseases publications 2012.pdf,"397.  Pezzementi, L., Krejci, E., Chatonnet, A., Selkirk, M.E., and Matthews, J.B.",2012,"A tetrameric 
acetylcholinesterase from the parasitic nematode Dictyocaulus viviparus associates with th e vertebrate tail 
proteins PRiMA and ColQ","Mol Biochem Parasitol 181, 40-48",16719958,"DOI:
    
  

      10.1017/S0031182006000345"
Edinburgh Infectious Diseases publications 2012.pdf,"398.  Pickering, H., Wu, M., Bradley, M., and Bridle, H.",2012,"Analysis of Giardia lamblia Interactions with Polymer 
Surfaces Using a Microarray Approach","Environ Sci Technol 46, 2179 -2186",22257929,"DOI:
    
  

      10.1016/j.watres.2011.12.041"
Edinburgh Infectious Diseases publications 2012.pdf,"399.  Piedrafita, D., and Matthews, J.B.",2012,"A grand scale challenge: vaccine discovery for helminth control in 
definitive hosts","Parasite Immunol 34, 241 -242",21770973,"DOI:
    
  

      10.1111/j.1365-3024.2011.01317.x"
Edinburgh Infectious Diseases publications 2012.pdf,"400.  Pinto, V.V., Salanti, A., Joergensen, L.M., Dahlback, M., Resende, M., Ditle v, S.B., Agger, E.M., Arnot, D.E., 
Theander, T.G., and Nielsen, M.A.",2012,"The effect of adjuvants on the immune response induced by a 
DBL4varepsilon -ID4 VAR2CSA based Plasmodium falciparum vaccine against placental malaria","Vaccine 30, 
572-579",21075162,"DOI:
    
  

      10.1016/j.vaccine.2010.10.080"
Edinburgh Infectious Diseases publications 2012.pdf,"401.  Planas-Iglesias, J., Guney, E., Garcia -Garcia, J., Robertson, K.A., Raza, S., Freeman, T.C., Ghazal, P., and Oliva, 
B.",2012,Extending signaling pathways with protein -interaction networks,Application to apoptosis,22385281,"DOI:
    
  

      10.1089/omi.2011.0130"
Edinburgh Infectious Diseases publications 2012.pdf,"Omics 
16, 245 -256.  
402.  Pollitt, L.C., Ree ce, S.E., Mideo, N., Nussey, D.H., and Colegrave, N.",2012,"The problem of auto -correlation in 
parasitology","PLoS Pathog 8, e1002590",22511865,"DOI:
    
  

      10.1371/journal.ppat.1002590"
Edinburgh Infectious Diseases publications 2012.pdf,"403.  Post, J., Burt, D.W., Cornelissen, J.B., Broks, V., van Zoelen, D., Peeters, B., and Rebel, J.M.",2012,"Systemic 
virus distribution and host responses in brain and intestine of chickens infected with low pathogenic or high 
pathogenic avian influenza virus","Virol J 9, 61",22390870,"DOI:
    
  

      10.1186/1743-422X-9-61"
Edinburgh Infectious Diseases publications 2012.pdf,"404.  Powell, F., Rothwell, L., Clarkson, M., and Kaiser, P.",2012,"Development of reagents to stud y the turkey's 
immune response: cloning and characterisation of two turkey cytokines, interleukin (IL) -10 and IL -13","Vet 
Immunol Immunopathol 147, 97-103",10714551,"DOI:
    
  

      10.1089/107999000312568"
Edinburgh Infectious Diseases publications 2012.pdf,"405.  Price, H., Bansi, L., Sabin, C.A., Bhagani, S., Burroughs, A., Chadwick, D., Dunn, D., Fisher, M ., Main, J., Nelson, 
M., et al.",2012,"Hepatitis B virus infection in HIV -positive individuals in the UK collaborative HIV cohort (UK 
CHIC) study","PLoS One 7, e49314",23145150,"DOI:
    
  

      10.1371/journal.pone.0049314"
Edinburgh Infectious Diseases publications 2012.pdf,"406.  Pybus, O.G., Suchard, M.A., Lemey, P., Bernardin, F.J., Rambaut, A., Crawford, F.W. , Gray, R.R., 
Arinaminpathy, N., Stramer, S.L., Busch, M.P., et al.",2012,"Unifying the spatial epidemiology and molecular 
evolution of emerging epidemics","Proc Natl Acad Sci U S A 109, 15066 -15071",22927414,"DOI:
    
  

      10.1073/pnas.1206598109"
Edinburgh Infectious Diseases publications 2012.pdf,"407.  Qu, H., Ricklin, D., Bai, H., Chen, H., Reis, E.S.,  Maciejewski, M., Tzekou, A., Deangelis, R.A., Resuello, R.R., 
Lupu, F., et al.",2012,"New analogs of the clinical complement inhibitor compstatin with subnanomolar 
affinity and enhanced pharmacokinetic properties",Immunobiology,29920096,"DOI:
    
  

      10.1021/acs.jmedchem.8b00560"
Edinburgh Infectious Diseases publications 2012.pdf,"408.  Quigley, B.J., Garcia Lopez, D., Buckling, A., McKane, A.J., and Brown, S.P.",2012,"The mode of host -parasite 
interaction shapes coevolutionary dynamics and the fate of host cooperation","Proc Biol Sci 279, 3742 -3748",24617569,"DOI:
    
  

      10.1111/1574-6976.12072"
Edinburgh Infectious Diseases publications 2012.pdf,"409.  Raghwani, J., Thomas, X.V., Koekk oek, S.M., Schinkel, J., Molenkamp, R., van de Laar, T.J., Takebe, Y., Tanaka, 
Y., Mizokami, M., Rambaut, A., et al.",2012,"Origin and evolution of the unique hepatitis C virus circulating 
recombinant form 2k/1b","J Virol 86, 2212 -2220",28619439,"DOI:
    
  

      10.1016/j.jhep.2017.05.027"
Edinburgh Infectious Diseases publications 2012.pdf,"410.  Raine -Fenning,  N., Sur, S., Horne, A.W., Wilkinson, H., and Bourne, T.",2012,"Pregnancy of unknown viability 
or location: less is more in the majority of cases","J Fam Plann Reprod Health Care 38, 7-10",22170981,"DOI:
    
  

      10.1136/jfprhc-2011-100255"
Edinburgh Infectious Diseases publications 2012.pdf,"411.  Ramachandran, P., Fraser, A., Agarwal, K., Austin, A., Brown, A., Foster, G.R., Fox, R., Hayes, P.C., Leen, C., 
Mills, P.R., et al.",2012,"UK consensus guidelines for the use of the protease inhibitors boceprevir and 
telaprevir in genotype 1 chronic hepatitis C infected patients","Aliment Pharmacol Ther 35, 647 -662",22155901,"DOI:
    
  

      10.3851/IMP1934"
Edinburgh Infectious Diseases publications 2012.pdf,"412.  Ramiro, R.S., Reece, S.E., and Obbard, D.J.",2012,"Molecular evolution and phylogenetics of rodent malaria 
parasites","BMC Evol Biol 12, 219",23151308,"DOI:
    
  

      10.1186/1471-2148-12-219"
Edinburgh Infectious Diseases publications 2012.pdf,"413.  Rankin, D.J., Turner, L.A., Heinemann, J.A., and Brown, S.P.",2012,"The coevolution of toxin and antito xin 
genes drives the dynamics of bacterial addiction complexes and intragenomic conflict","Proc Biol Sci 279, 
3706 -3715",20504809,"DOI:
    
  

      10.1098/rspb.2010.0831"
Edinburgh Infectious Diseases publications 2012.pdf,"414.  Rankin, D.J., Turner, L.A., Heinemann, J.A., and Brown, S.P.",2012,"The coevolution of toxin and antitoxin 
genes drives the dynamics of bacterial addiction complexes and intragenomic conflict","Proc Biol Sci 279, 
3706 -3715",20504809,"DOI:
    
  

      10.1098/rspb.2010.0831"
Edinburgh Infectious Diseases publications 2012.pdf,"The University of Edinburgh is a charitable body, registered in Scotland, with registration number SC005336  
415.  Redman, E., Sargison, N., W hitelaw, F., Jackson, F., Morrison, A., Bartley, D.J., and Gilleard, J.S.",2012,"Introgression of ivermectin resistance genes into a susceptible Haemonchus contortus strain by multiple 
backcrossing","PLoS Pathog 8, e1002534",22359506,"DOI:
    
  

      10.1371/journal.ppat.1002534"
Edinburgh Infectious Diseases publications 2012.pdf,"416.  Reed, E., Simmonds, P., Ha viland, J., and Corner, J.",2012,"Quality of life and experience of care in women 
with metastatic breast cancer: a cross -sectional survey","J Pain Symptom Manage 43, 747 -758",22088804,"DOI:
    
  

      10.1016/j.jpainsymman.2011.05.005"
Edinburgh Infectious Diseases publications 2012.pdf,"417.  Reed, T.E., Daunt, F., Kiploks, A.J., Burthe, S.J., Granroth -Wilding, H.M., Takahashi, E.A., Newell, M., Wanless, 
S., and Cunningham, E.J.",2012,"Impacts of parasites in early life: contrasting effects on juvenile growth for 
different family members","PLoS One 7, e32236",25535557,"DOI:
    
  

      10.1002/ece3.1192"
Edinburgh Infectious Diseases publications 2012.pdf,"418.  Reilly, L., Nausch, N., Midzi, N., Mduluza, T., and Mut api, F.",2012,"Association between Micronutrients 
(Vitamin A, D, Iron) and Schistosome -Specific Cytokine Responses in Zimbabweans Exposed to Schistosoma 
haematobium","J Parasitol Res 2012 , 128628",21039611,"DOI:
    
  

      10.1111/j.1365-3024.2010.01235.x"
Edinburgh Infectious Diseases publications 2012.pdf,"419.  Relf, V.E., Morgan, E.R., Hodgkinson, J.E., and Matthe ws, J.B.",2012,"A questionnaire study on parasite 
control practices on UK breeding Thoroughbred studs","Equine Vet J 44, 466 -471",25740568,"DOI:
    
  

      10.1016/j.vetpar.2015.02.011"
Edinburgh Infectious Diseases publications 2012.pdf,"420.  Reynolds, L.A., Filbey, K.J., and Maizels, R.M.",2012,"Immunity to the model intestinal helminth parasite 
Heligmosomoide s polygyrus","Semin Immunopathol 34, 829 -846",23053394,"DOI:
    
  

      10.1007/s00281-012-0347-3"
Edinburgh Infectious Diseases publications 2012.pdf,"421.  Reynolds, L.A., and Maizels, R.M.",2012,"Cutting Edge: In the Absence of TGF -beta Signaling in T Cells, Fewer 
CD103+ Regulatory T Cells Develop, but Exuberant IFN -gamma Production Renders Mice More Suscept ible to 
Helminth Infection","J Immunol 189, 1113 -1117",20876311,"DOI:
    
  

      10.1084/jem.20101074"
Edinburgh Infectious Diseases publications 2012.pdf,"422.  Richards, V.P., Zadoks, R.N., Bitar, P.D., Lefebure, T., Lang, P., Werner, B., Tikofsky, L., Moroni, P., and 
Stanhope, M.J.",2012,"Genome characterization and population genetic structure of the z oonotic pathogen, 
Streptococcus canis","BMC Microbiol 12, 293",21536150,"DOI:
    
  

      10.1016/j.meegid.2011.04.019"
Edinburgh Infectious Diseases publications 2012.pdf,"423.  Richardson, E.J., and Watson, M.",2012,The automatic annotation of bacterial genomes,Brief Bioinform,22408191,"DOI:
    
  

      10.1093/bib/bbs007"
Edinburgh Infectious Diseases publications 2012.pdf,"424.  Riyapa, D., Buddhisa, S., Korbsrisate, S., Cuccui, J., Wren, B.W., Stevens, M.P ., Ato, M., and 
Lertmemongkolchai, G.",2012,"Neutrophil extracellular traps exhibit antibacterial activity against 
burkholderia pseudomallei and are influenced by bacterial and host factors","Infect Immun 80, 3921 -3929",23251706,"DOI:
    
  

      10.1371/journal.pone.0052276"
Edinburgh Infectious Diseases publications 2012.pdf,"425.  Roberts, G.A., Chen, K., Cooper , L.P., White, J.H., Blakely, G.W., and Dryden, D.T.",2012,"Removal of a 
frameshift between the hsdM and hsdS genes of the EcoKI Type IA DNA restriction and modification system 
produces a new type of system and links the different families of Type I syste ms","Nucleic Acids Res 40, 10916 -
10924",20599730,"DOI:
    
  

      10.1016/j.bbrc.2010.06.069"
Edinburgh Infectious Diseases publications 2012.pdf,"426.  Roberts, G.A., Stephanou, A.S., Kanwar, N., Dawson, A., Cooper, L.P., Chen, K., Nutley, M., Cooper, A., Blakely, 
G.W., and Dryden, D.T.",2012,Exploring the DNA mimicry of the Ocr protein of phage T7,"Nucleic Ac ids Res 
40, 8129 -8143",12235377,"DOI:
    
  

      10.1093/nar/gkf518"
Edinburgh Infectious Diseases publications 2012.pdf,"427.  Rodriguez -Martin, S., Kropp, K.A., Wilhelmi, V., Lisnic, V.J., Hsieh, W.Y., Blanc, M., Livingston, A., Busche, A., 
Tekotte, H., Messerle, M., et al.",2012,"Ablation of the Regulatory IE1 Protein of Murine Cytomegalovirus 
Alters  In Vivo Pro -inflammatory TNF -alpha Production during Acute Infection","PLoS Pathog 8, e1002901",15596827,"DOI:
    
  

      10.1128/JVI.79.1.326-340.2005"
Edinburgh Infectious Diseases publications 2012.pdf,"428.  Ronander, E., Bengtsson, D.C., Joergensen, L., Jensen, A.T., and Arnot, D.E.",2012,"Analysis of single -cell gene 
transcription by RNA fluorescent in situ hybridization (FISH)",J Vis Exp,23070076,"DOI:
    
  

      10.3791/4073"
Edinburgh Infectious Diseases publications 2012.pdf,"429.  Rothwell, L., Hu, T., Wu, Z., and Kaiser, P.",2012,"Chicken interleukin -21 is costimulatory for T cells and blocks 
maturation of dendritic cells","Dev Comp Immunol 36, 475 -482",22633863,"DOI:
    
  

      10.1016/j.dci.2012.04.014"
Edinburgh Infectious Diseases publications 2012.pdf,"430.  Ruckerl, D., Jenkins, S.J., Laqtom, N.N., Gallagher, I.J., Sutherland, T.E., Duncan, S., Buck, A.H., and Allen, J.E.",2012,"Induction of IL -4Ralpha -dependent microRNAs identifies PI3K/Akt signaling as essential for IL -4-driven 
murine macrophage proliferation in vivo","Blood 120, 2307 -2316",27245778,"DOI:
    
  

      10.1186/s13073-016-0315-y"
Edinburgh Infectious Diseases publications 2012.pdf,"431. Rudan, I., Marusic, A., and Campbell, H.",2012,"Balancing investments in existing and emerging approaches 
to address global health priorities","J Glob Health 2, 10101",23198122,"DOI:
    
  

      10.7189/jogh.01.010101"
Edinburgh Infectious Diseases publications 2012.pdf,"432.  Rujeni, N., Nausch, N., Bourke, C.D., Midzi, N., Mduluza, T., Taylor, D.W., and  Mutapi, F.",2012,"Atopy is 
inversely related to schistosome infection intensity: a comparative study in Zimbabwean villages with distinct 
levels of Schistosoma haematobium infection","Int Arch Allergy Immunol 158, 288 -298",23689700,"DOI:
    
  

      10.1159/000346545"
Edinburgh Infectious Diseases publications 2012.pdf,"433.  Rujeni, N., Nausch, N., Mid zi, N., Mduluza, T., Taylor, D.W., and Mutapi, F.",2012,"Schistosoma haematobium 
infection levels determine the effect of praziquantel treatment on anti -schistosome and anti -mite antibodies","Parasite Immunol 34, 330 -340",22398631,"DOI:
    
  

      10.1159/000332949"
Edinburgh Infectious Diseases publications 2012.pdf,"434.  Rujeni, N., Taylor, D.W., and  Mutapi, F.",2012,Human schistosome infection and allergic sensitisation,"J 
Parasitol Res 2012 , 154743",22970345,"DOI:
    
  

      10.1155/2012/154743"
Edinburgh Infectious Diseases publications 2012.pdf,"435.  Russell, V.N., Green, L.E., Bishop, S.C., and Medley, G.F.",2012,"The interaction of host genetics and disease 
processes in chronic livestock disease: A simulation model of ovine footrot",Prev Vet Med,28461081,"DOI:
    
  

      10.1016/j.epidem.2017.04.001"
Edinburgh Infectious Diseases publications 2012.pdf,"436.  Sakkas, P., Houdijk, J.G., Athanasiadou, S., and Kyriazakis, I.",2012,"Sensitivity of periparturient breakdown of 
immunity to parasites to dietary protein source","J Anim Sci 90, 3954 -3962",20691124,"DOI:
    
  

      10.1017/S0007114510002503"
Edinburgh Infectious Diseases publications 2012.pdf,"The University of Edinburgh is a charitable body, registered in Scotland, with registration number SC005336  
437.  Sakkas, P., Jones, L.A., Houdijk, J.G., Athanasiadou, S., Knox, D.P., and Kyriazakis, I.",2012,"Leucine and 
methionine deficiency impairs immunity to gastrointestinal parasites during lactation","Br J Nutr, 1 -10",21736817,"DOI:
    
  

      10.1017/S0007114511001565"
Edinburgh Infectious Diseases publications 2012.pdf,"438.  Saldova, R., Huffman, J.E., Adamc zyk, B., Muzinic, A., Kattla, J.J., Pucic, M., Novokmet, M., Abrahams, J.L., 
Hayward, C., Rudan, I., et al.",2012,Association of medication with the human plasma N -glycome,"J 
Proteome Res 11, 1821 -1831",22256781,"DOI:
    
  

      10.1021/pr2010605"
Edinburgh Infectious Diseases publications 2012.pdf,"439.  Sanchez -Juan, P., Bishop, M.T., Aulchenko, Y.S ., Brandel, J.P., Rivadeneira, F., Struchalin, M., Lambert, J.C., 
Amouyel, P., Combarros, O., Sainz, J., et al.",2012,"Genome -wide study links MTMR7 gene to variant 
Creutzfeldt -Jakob risk","Neurobiol Aging 33, 1487 e1421 -1488",32949544,"DOI:
    
  

      10.1016/S1474-4422(20)30273-8"
